Date,Open_London,High_London,Low_London,Close_London,Volume_London,AdjClose_London,Return_London
1990-04-26,2143.100098,2145.800049,2132.5,2133.600098,0,2133.600098,-0.00443283074312
1990-04-27,2133.600098,2140.199951,2105.0,2106.600098,0,2106.600098,-0.0126546675852
1990-04-30,2106.600098,2109.800049,2084.399902,2103.399902,0,2103.399902,-0.00151912838276
1990-05-01,2111.399902,2126.0,2111.399902,2117.899902,0,2117.899902,0.00689360115792
1990-05-02,2121.699951,2145.100098,2121.699951,2137.600098,0,2137.600098,0.00930175972028
1990-05-03,2137.600098,2145.199951,2130.199951,2134.899902,0,2134.899902,-0.0012631904361
1990-05-04,2146.399902,2168.0,2146.399902,2162.199951,0,2162.199951,0.0127875077302
1990-05-07,2162.199951,2162.199951,2162.199951,2162.199951,0,2162.199951,0.0
1990-05-08,2173.300049,2192.300049,2173.300049,2182.0,0,2182.0,0.00915736261618
1990-05-09,2179.699951,2179.699951,2160.600098,2162.699951,0,2162.699951,-0.00884511869844
1990-05-10,2162.699951,2169.199951,2157.0,2157.0,0,2157.0,-0.00263557179874
1990-05-11,2157.0,2182.300049,2155.600098,2175.899902,0,2175.899902,0.00876212424664
1990-05-14,2202.0,2214.5,2202.0,2214.5,0,2214.5,0.0177398316736
1990-05-15,2214.5,2216.100098,2204.100098,2212.199951,0,2212.199951,-0.00103863129375
1990-05-16,2213.199951,2237.100098,2213.199951,2222.100098,0,2222.100098,0.00447524962449
1990-05-17,2227.699951,2284.399902,2227.699951,2284.399902,0,2284.399902,0.0280364525685
1990-05-18,2284.399902,2321.399902,2268.5,2269.100098,0,2269.100098,-0.00669751560863
1990-05-21,2269.100098,2282.100098,2261.300049,2282.100098,0,2282.100098,0.00572914346593
1990-05-22,2293.300049,2332.699951,2293.300049,2311.300049,0,2311.300049,0.0127952104404
1990-05-23,2311.300049,2335.100098,2287.300049,2287.399902,0,2287.399902,-0.0103405643981
1990-05-24,2287.399902,2295.399902,2269.300049,2277.100098,0,2277.100098,-0.00450284359591
1990-05-25,2276.300049,2276.300049,2258.399902,2265.600098,0,2265.600098,-0.00505028303767
1990-05-28,2265.600098,2265.600098,2265.600098,2265.600098,0,2265.600098,0.0
1990-05-29,2265.600098,2295.600098,2258.699951,2295.600098,0,2295.600098,0.013241524851
1990-05-30,2327.399902,2347.199951,2327.399902,2346.199951,0,2346.199951,0.0220421026485
1990-05-31,2346.199951,2357.199951,2333.699951,2345.100098,0,2345.100098,-0.000468780591156
1990-06-01,2345.100098,2371.399902,2332.699951,2371.399902,0,2371.399902,0.011214789519
1990-06-04,2376.399902,2387.800049,2376.399902,2379.0,0,2379.0,0.0032048993481
1990-06-05,2379.0,2398.899902,2362.5,2380.100098,0,2380.100098,0.000462420344683
1990-06-06,2367.399902,2367.399902,2354.5,2358.5,0,2358.5,-0.00907528974019
1990-06-07,2358.5,2390.300049,2349.899902,2378.399902,0,2378.399902,0.0084375246979
1990-06-08,2378.399902,2383.0,2363.899902,2366.600098,0,2366.600098,-0.00496123632955
1990-06-11,2356.399902,2356.399902,2338.5,2348.800049,0,2348.800049,-0.00752135902261
1990-06-12,2367.300049,2379.199951,2367.300049,2370.699951,0,2370.699951,0.0093238681638
1990-06-13,2390.100098,2410.300049,2390.100098,2405.399902,0,2405.399902,0.014637006672
1990-06-14,2405.399902,2430.5,2401.899902,2403.0,0,2403.0,-0.000997714350119
1990-06-15,2403.0,2414.399902,2387.399902,2392.300049,0,2392.300049,-0.00445274698294
1990-06-18,2392.300049,2394.5,2367.399902,2370.5,0,2370.5,-0.00911258978953
1990-06-19,2370.5,2372.899902,2348.899902,2369.699951,0,2369.699951,-0.000337502214723
1990-06-20,2369.699951,2384.5,2369.600098,2371.199951,0,2371.199951,0.000632991531002
1990-06-21,2371.199951,2377.100098,2360.899902,2370.300049,0,2370.300049,-0.000379513334428
1990-06-22,2370.300049,2381.100098,2368.199951,2378.5,0,2378.5,0.00345945695924
1990-06-25,2378.5,2398.5,2361.199951,2398.5,0,2398.5,0.00840866092075
1990-06-26,2399.5,2420.100098,2399.5,2399.800049,0,2399.800049,0.000542025849489
1990-06-27,2394.100098,2394.100098,2369.100098,2373.5,0,2373.5,-0.0109592667985
1990-06-28,2373.5,2376.600098,2355.699951,2355.699951,0,2355.699951,-0.00749949399621
1990-06-29,2355.699951,2384.800049,2348.899902,2374.600098,0,2374.600098,0.00802315549227
1990-07-02,2374.600098,2384.100098,2368.199951,2372.0,0,2372.0,-0.00109496247481
1990-07-03,2372.0,2381.0,2366.100098,2371.699951,0,2371.699951,-0.000126496205734
1990-07-04,2366.800049,2366.800049,2352.699951,2355.5,0,2355.5,-0.00683052297284
1990-07-05,2352.199951,2352.199951,2327.800049,2331.399902,0,2331.399902,-0.0102314149862
1990-07-06,2331.399902,2340.0,2323.199951,2340.0,0,2340.0,0.00368881288561
1990-07-09,2340.0,2345.5,2337.0,2337.5,0,2337.5,-0.00106837606838
1990-07-10,2333.199951,2333.199951,2323.100098,2327.5,0,2327.5,-0.00427807486631
1990-07-11,2327.5,2360.5,2324.600098,2360.5,0,2360.5,0.0141783029001
1990-07-12,2370.199951,2386.300049,2370.199951,2370.5,0,2370.5,0.00423639059521
1990-07-13,2370.5,2382.300049,2365.0,2382.199951,0,2382.199951,0.00493564690993
1990-07-16,2388.399902,2410.0,2388.399902,2406.5,0,2406.5,0.0102006756359
1990-07-17,2407.600098,2430.600098,2407.600098,2415.0,0,2415.0,0.00353210056098
1990-07-18,2415.0,2424.800049,2401.699951,2402.0,0,2402.0,-0.00538302277433
1990-07-19,2402.0,2407.0,2387.300049,2387.300049,0,2387.300049,-0.0061198796836
1990-07-20,2387.300049,2400.399902,2386.800049,2400.100098,0,2400.100098,0.00536172610785
1990-07-23,2400.100098,2406.300049,2352.5,2359.699951,0,2359.699951,-0.0168326925338
1990-07-24,2359.699951,2378.100098,2351.800049,2360.899902,0,2360.899902,0.000508518466295
1990-07-25,2363.100098,2382.5,2363.100098,2364.699951,0,2364.699951,0.00160957649953
1990-07-26,2364.699951,2369.699951,2337.899902,2344.100098,0,2344.100098,-0.00871140247256
1990-07-27,2339.899902,2339.899902,2327.899902,2330.100098,0,2330.100098,-0.00597244119905
1990-07-30,2322.399902,2322.399902,2311.5,2316.5,0,2316.5,-0.00583670118364
1990-07-31,2325.199951,2342.199951,2325.199951,2326.199951,0,2326.199951,0.00418733045543
1990-08-01,2329.300049,2346.699951,2329.300049,2339.0,0,2339.0,0.00550255750564
1990-08-02,2339.0,2347.899902,2304.5,2304.5,0,2304.5,-0.0147498931167
1990-08-03,2304.5,2311.100098,2274.0,2284.600098,0,2284.600098,-0.00863523627685
1990-08-06,2253.100098,2253.100098,2202.5,2220.199951,0,2220.199951,-0.0281888051464
1990-08-07,2224.199951,2260.899902,2224.199951,2235.800049,0,2235.800049,0.0070264383138
1990-08-08,2235.800049,2253.199951,2217.899902,2237.5,0,2237.5,0.000760332302864
1990-08-09,2239.699951,2254.100098,2239.699951,2244.899902,0,2244.899902,0.00330721877095
1990-08-10,2244.899902,2249.199951,2233.800049,2233.800049,0,2233.800049,-0.0049444756936
1990-08-13,2220.5,2220.5,2206.600098,2219.5,0,2219.5,-0.00640166921225
1990-08-14,2224.0,2242.100098,2224.0,2234.0,0,2234.0,0.00653300292859
1990-08-15,2234.0,2244.600098,2231.199951,2239.300049,0,2239.300049,0.0023724480752
1990-08-16,2237.399902,2237.399902,2220.800049,2222.100098,0,2222.100098,-0.00768094968233
1990-08-17,2201.300049,2201.300049,2171.0,2176.899902,0,2176.899902,-0.0203412060693
1990-08-20,2176.5,2176.5,2149.199951,2156.600098,0,2156.600098,-0.00932509757631
1990-08-21,2156.600098,2161.899902,2098.5,2108.100098,0,2108.100098,-0.0224891021961
1990-08-22,2108.100098,2127.0,2104.5,2104.800049,0,2104.800049,-0.00156541380703
1990-08-23,2080.300049,2080.300049,2051.199951,2075.0,0,2075.0,-0.0141581377358
1990-08-24,2078.0,2103.5,2078.0,2086.399902,0,2086.399902,0.0054939286747
1990-08-27,2086.399902,2086.399902,2086.399902,2086.399902,0,2086.399902,0.0
1990-08-28,2113.600098,2133.199951,2113.600098,2126.100098,0,2126.100098,0.019028085633
1990-08-29,2126.100098,2128.100098,2110.100098,2125.699951,0,2125.699951,-0.000188207037089
1990-08-30,2139.600098,2164.100098,2139.600098,2153.600098,0,2153.600098,0.0131251576625
1990-08-31,2153.600098,2162.800049,2143.699951,2162.800049,0,2162.800049,0.0042718938435
1990-09-03,2163.5,2176.699951,2163.5,2166.600098,0,2166.600098,0.00175700430641
1990-09-04,2160.399902,2160.399902,2139.5,2148.0,0,2148.0,-0.0085849243786
1990-09-05,2148.0,2165.399902,2146.600098,2152.199951,0,2152.199951,0.00195528445065
1990-09-06,2152.199951,2158.699951,2120.899902,2120.899902,0,2120.899902,-0.01454328116
1990-09-07,2120.899902,2123.0,2105.5,2122.899902,0,2122.899902,0.000942995941541
1990-09-10,2133.199951,2153.699951,2133.199951,2147.0,0,2147.0,0.0113524419956
1990-09-11,2147.0,2151.600098,2137.5,2144.300049,0,2144.300049,-0.00125754587797
1990-09-12,2144.300049,2167.800049,2142.199951,2142.300049,0,2142.300049,-0.000932705290443
1990-09-13,2142.300049,2145.800049,2126.100098,2127.100098,0,2127.100098,-0.00709515504474
1990-09-14,2122.100098,2122.100098,2093.399902,2093.800049,0,2093.800049,-0.0156551396106
1990-09-17,2093.800049,2095.899902,2072.5,2094.300049,0,2094.300049,0.000238800261868
1990-09-18,2094.300049,2100.5,2061.100098,2064.0,0,2064.0,-0.0144678643418
1990-09-19,2064.0,2075.899902,2061.600098,2065.800049,0,2065.800049,0.000872116763566
1990-09-20,2065.800049,2069.199951,2015.300049,2016.900024,0,2016.900024,-0.0236712285023
1990-09-21,2016.900024,2025.5,1975.900024,2025.5,0,2025.5,0.00426395750789
1990-09-24,2018.400024,2018.400024,1986.5,1990.300049,0,1990.300049,-0.0173784008887
1990-09-25,1990.300049,2005.300049,1986.5,1999.199951,0,1999.199951,0.00447163833638
1990-09-26,1999.199951,2015.800049,1998.5,2000.0,0,2000.0,0.000400184583638
1990-09-27,2000.0,2030.699951,1998.599976,2009.099976,0,2009.099976,0.004549988
1990-09-28,1999.900024,1999.900024,1974.099976,1990.199951,0,1990.199951,-0.00940720980826
1990-10-01,2006.300049,2033.400024,2006.300049,2030.900024,0,2030.900024,0.0204502431927
1990-10-02,2052.800049,2075.300049,2052.800049,2058.5,0,2058.5,0.0135900219971
1990-10-03,2058.5,2087.199951,2050.199951,2087.0,0,2087.0,0.0138450327909
1990-10-04,2087.0,2090.600098,2069.100098,2070.399902,0,2070.399902,-0.00795404791567
1990-10-05,2070.399902,2144.199951,2033.5,2143.899902,0,2143.899902,0.0355003880791
1990-10-08,2199.0,2283.699951,2199.0,2201.600098,0,2201.600098,0.0269136613823
1990-10-09,2179.0,2179.0,2133.0,2134.100098,0,2134.100098,-0.0306595189841
1990-10-10,2134.100098,2136.899902,2104.0,2121.800049,0,2121.800049,-0.00576357641871
1990-10-11,2121.800049,2123.0,2100.399902,2102.199951,0,2102.199951,-0.00923748588338
1990-10-12,2102.199951,2106.899902,2089.300049,2100.399902,0,2100.399902,-0.000856269166567
1990-10-15,2100.600098,2125.600098,2100.600098,2101.899902,0,2101.899902,0.000714149719095
1990-10-16,2101.899902,2120.100098,2081.100098,2083.600098,0,2083.600098,-0.00870631564452
1990-10-17,2076.600098,2076.600098,2061.0,2068.0,0,2068.0,-0.0074870883405
1990-10-18,2068.0,2088.899902,2065.800049,2082.600098,0,2082.600098,0.00706000870406
1990-10-19,2082.600098,2100.100098,2071.199951,2089.0,0,2089.0,0.0030730345236
1990-10-22,2089.0,2103.399902,2083.899902,2102.0,0,2102.0,0.00622307324079
1990-10-23,2120.699951,2134.300049,2120.699951,2127.0,0,2127.0,0.011893434824
1990-10-24,2123.399902,2123.399902,2108.300049,2110.5,0,2110.5,-0.00775740479549
1990-10-25,2109.699951,2109.699951,2085.5,2088.699951,0,2088.699951,-0.0103293290689
1990-10-26,2079.800049,2079.800049,2057.0,2063.100098,0,2063.100098,-0.0122563573517
1990-10-29,2063.100098,2063.399902,2052.600098,2062.100098,0,2062.100098,-0.000484707456012
1990-10-30,2054.300049,2054.300049,2033.900024,2033.900024,0,2033.900024,-0.0136754147034
1990-10-31,2036.099976,2061.899902,2036.099976,2050.300049,0,2050.300049,0.0080633388104
1990-11-01,2049.300049,2049.300049,2025.699951,2028.0,0,2028.0,-0.0108764807428
1990-11-02,2028.0,2032.699951,2011.199951,2030.699951,0,2030.699951,0.00133133678501
1990-11-05,2038.0,2050.199951,2038.0,2050.100098,0,2050.100098,0.00955342860497
1990-11-06,2055.0,2071.0,2052.199951,2069.800049,0,2069.800049,0.00960926299122
1990-11-07,2064.600098,2070.5,2056.0,2069.800049,0,2069.800049,0.0
1990-11-08,2051.0,2059.199951,2031.5,2059.199951,0,2059.199951,-0.00512131498167
1990-11-09,2035.199951,2050.800049,2033.5,2040.599976,0,2040.599976,-0.00903262210693
1990-11-12,2045.5,2051.899902,2043.099976,2051.899902,0,2051.899902,0.0055375507855
1990-11-13,2071.100098,2071.199951,2053.899902,2056.0,0,2056.0,0.00199819591394
1990-11-14,2047.099976,2047.099976,2038.5,2046.0,0,2046.0,-0.00486381322957
1990-11-15,2049.699951,2062.800049,2046.699951,2060.0,0,2060.0,0.00684261974585
1990-11-16,2055.699951,2072.699951,2054.399902,2068.0,0,2068.0,0.00388349514563
1990-11-19,2068.300049,2105.699951,2068.300049,2095.899902,0,2095.899902,0.0134912485493
1990-11-20,2095.100098,2123.5,2095.100098,2115.199951,0,2115.199951,0.00920847841139
1990-11-21,2102.699951,2141.600098,2102.699951,2126.300049,0,2126.300049,0.00524777716393
1990-11-22,2131.300049,2160.699951,2123.0,2127.899902,0,2127.899902,0.000752411683738
1990-11-23,2126.100098,2172.899902,2125.899902,2170.5,0,2170.5,0.0200197847464
1990-11-26,2184.899902,2191.699951,2148.899902,2151.899902,0,2151.899902,-0.00856949919373
1990-11-27,2156.800049,2166.100098,2149.5,2159.5,0,2159.5,0.00353180833037
1990-11-28,2159.399902,2159.399902,2137.699951,2144.300049,0,2144.300049,-0.00703864366752
1990-11-29,2135.899902,2145.899902,2129.800049,2135.600098,0,2135.600098,-0.00405724516215
1990-11-30,2130.100098,2149.800049,2130.100098,2149.399902,0,2149.399902,0.00646179217398
1990-12-03,2159.699951,2169.600098,2157.800049,2162.699951,0,2162.699951,0.00618779641128
1990-12-04,2156.600098,2162.899902,2142.0,2146.300049,0,2146.300049,-0.00758306855855
1990-12-05,2147.0,2152.800049,2138.0,2152.600098,0,2152.600098,0.00293530674005
1990-12-06,2164.199951,2190.199951,2162.5,2177.5,0,2177.5,0.0115673608039
1990-12-07,2171.300049,2188.300049,2171.199951,2183.399902,0,2183.399902,0.00270948427095
1990-12-10,2180.0,2192.899902,2178.5,2182.5,0,2182.5,-0.000412156288537
1990-12-11,2185.399902,2185.800049,2163.199951,2165.800049,0,2165.800049,-0.00765175303551
1990-12-12,2160.199951,2169.100098,2153.800049,2156.899902,0,2156.899902,-0.00410940382244
1990-12-13,2161.399902,2172.199951,2148.100098,2172.199951,0,2172.199951,0.00709353687939
1990-12-14,2173.5,2184.600098,2166.600098,2168.399902,0,2168.399902,-0.0017494011075
1990-12-17,2163.899902,2173.600098,2156.899902,2157.899902,0,2157.899902,-0.00484228024098
1990-12-18,2159.600098,2165.699951,2153.199951,2161.800049,0,2161.800049,0.00180738086896
1990-12-19,2171.899902,2179.100098,2165.399902,2178.699951,0,2178.699951,0.00781751393142
1990-12-20,2172.300049,2172.5,2149.100098,2158.800049,0,2158.800049,-0.0091338424049
1990-12-21,2163.399902,2164.600098,2152.600098,2164.399902,0,2164.399902,0.00259396557018
1990-12-24,2159.5,2159.5,2152.600098,2156.300049,0,2156.300049,-0.00374230889242
1990-12-25,2156.300049,2156.300049,2156.300049,2156.300049,0,2156.300049,0.0
1990-12-26,2156.300049,2156.300049,2156.300049,2156.300049,0,2156.300049,0.0
1990-12-27,2159.399902,2167.800049,2155.699951,2167.800049,0,2167.800049,0.00533320954351
1990-12-28,2163.800049,2170.399902,2160.0,2160.399902,0,2160.399902,-0.00341366677402
1990-12-31,2152.5,2152.5,2140.600098,2143.5,0,2143.5,-0.00782258043261
1991-01-01,2143.5,2143.5,2143.5,2143.5,0,2143.5,0.0
1991-01-02,2142.899902,2143.0,2122.899902,2128.300049,0,2128.300049,-0.00709118311173
1991-01-03,2121.100098,2124.399902,2106.300049,2117.800049,0,2117.800049,-0.0049335148984
1991-01-04,2109.199951,2131.0,2109.199951,2126.100098,0,2126.100098,0.00391918444044
1991-01-07,2126.300049,2130.0,2109.899902,2113.300049,0,2113.300049,-0.00602043573209
1991-01-08,2099.800049,2103.5,2095.5,2099.899902,0,2099.899902,-0.00634086343127
1991-01-09,2099.800049,2130.899902,2099.800049,2128.899902,0,2128.899902,0.0138101820817
1991-01-10,2109.300049,2114.300049,2103.600098,2108.699951,0,2108.699951,-0.00948844564323
1991-01-11,2119.600098,2124.5,2105.800049,2106.100098,0,2106.100098,-0.00123291746593
1991-01-14,2101.399902,2102.399902,2071.800049,2080.800049,0,2080.800049,-0.0120127476486
1991-01-15,2081.699951,2081.699951,2069.699951,2070.899902,0,2070.899902,-0.00475785600099
1991-01-16,2056.600098,2060.800049,2052.300049,2054.800049,0,2054.800049,-0.00777432698918
1991-01-17,2083.399902,2120.300049,2082.100098,2104.600098,0,2104.600098,0.0242359586395
1991-01-18,2099.899902,2103.699951,2087.0,2102.699951,0,2102.699951,-0.000902854182039
1991-01-21,2099.199951,2103.899902,2080.5,2084.0,0,2084.0,-0.00889330453026
1991-01-22,2079.699951,2084.100098,2071.800049,2081.600098,0,2081.600098,-0.00115158445298
1991-01-23,2078.0,2093.100098,2078.0,2080.5,0,2080.5,-0.000528486716088
1991-01-24,2091.300049,2100.899902,2086.100098,2099.300049,0,2099.300049,0.00903631290555
1991-01-25,2103.800049,2107.699951,2098.300049,2103.0,0,2103.0,0.00176246887707
1991-01-28,2100.600098,2118.0,2100.600098,2118.0,0,2118.0,0.00713266761769
1991-01-29,2110.600098,2116.0,2105.199951,2113.800049,0,2113.800049,-0.00198297969783
1991-01-30,2119.300049,2152.699951,2119.300049,2152.600098,0,2152.600098,0.0183555909266
1991-01-31,2168.300049,2182.100098,2158.5,2170.300049,0,2170.300049,0.00822259137517
1991-02-01,2168.5,2168.600098,2155.600098,2165.699951,0,2165.699951,-0.00211956775383
1991-02-04,2170.800049,2182.300049,2169.199951,2172.399902,0,2172.399902,0.0030936653976
1991-02-05,2198.399902,2202.699951,2191.199951,2202.0,0,2202.0,0.0136255290625
1991-02-06,2200.5,2204.899902,2184.899902,2194.800049,0,2194.800049,-0.00326973251589
1991-02-07,2210.199951,2244.699951,2210.100098,2243.699951,0,2243.699951,0.022279889242
1991-02-08,2232.800049,2248.199951,2232.399902,2245.199951,0,2245.199951,0.000668538589276
1991-02-11,2252.5,2280.899902,2252.5,2279.0,0,2279.0,0.0150543602965
1991-02-12,2308.899902,2308.899902,2260.199951,2264.5,0,2264.5,-0.00636243966652
1991-02-13,2255.5,2284.0,2254.5,2267.800049,0,2267.800049,0.00145729697505
1991-02-14,2278.800049,2306.0,2276.199951,2294.399902,0,2294.399902,0.011729364329
1991-02-15,2282.600098,2315.800049,2282.600098,2296.899902,0,2296.899902,0.0010896095305
1991-02-18,2307.0,2326.399902,2299.600098,2318.300049,0,2318.300049,0.00931696979105
1991-02-19,2318.100098,2332.100098,2306.5,2312.399902,0,2312.399902,-0.00254503165047
1991-02-20,2306.199951,2312.0,2296.300049,2296.800049,0,2296.800049,-0.00674617439073
1991-02-21,2291.600098,2322.100098,2291.600098,2312.399902,0,2312.399902,0.00679199436921
1991-02-22,2312.300049,2323.5,2307.399902,2314.300049,0,2314.300049,0.000821720757883
1991-02-25,2318.399902,2354.5,2317.899902,2335.5,0,2335.5,0.00916041591459
